scenario_id,cos_valence,capture_valence,cos_bend
politeness-apology-003,0.31457424,0.09895695249,0.9327775163
politeness-apology-013,0.3724421646,0.138713166,0.1447891644
politeness-apology-043,0.3866119332,0.1494687869,0.8751006205
politeness-apology-057,0.2286824971,0.05229568446,-0.7512965833
politeness-apology-065,0.08663603073,0.00750580182,0.9475994165
politeness-apology-067,0.3532783003,0.1248055575,0.897553726
politeness-apology-081,0.4584805768,0.2102044393,0.9534894813
politeness-apology-098,0.4206285674,0.1769283917,0.7832917247
politeness-bad-news-delivery-020,0.3510427327,0.1232310002,0.8826103421
politeness-bad-news-delivery-028,0.4110512797,0.1689631546,0.9529406311
politeness-bad-news-delivery-066,0.5304298492,0.2813558249,0.9594360267
politeness-bad-news-delivery-073,0.5194381119,0.2698159521,-0.3297352684
politeness-complaint-030,0.3987359736,0.1589903766,0.9506697519
politeness-complaint-032,0.5876646488,0.3453497395,0.9532193659
politeness-complaint-040,0.0443764605,0.001969270247,0.9553853883
politeness-complaint-049,0.5579751418,0.3113362589,-0.05910077004
politeness-complaint-063,-0.1133761123,0.01285414283,0.1613860083
politeness-complaint-072,-0.1266820647,0.01604834552,0.5253058631
politeness-complaint-089,0.04651222369,0.002163386953,0.8011053883
politeness-correction-002,0.4019020525,0.1615252598,0.8626760623
politeness-correction-005,0.1038055894,0.0107756004,-0.8194912832
politeness-correction-007,0.4982060248,0.2482092431,-0.7211382846
politeness-correction-024,0.4719389827,0.2227264034,-0.3494961789
politeness-correction-027,0.1661316567,0.02759972735,0.08153848784
politeness-correction-045,0.2581094619,0.0666204943,-0.3912495743
politeness-correction-051,-0.1433090025,0.0205374702,-0.7243570228
politeness-correction-076,-0.081367112,0.006620606915,0.9317892821
politeness-correction-087,0.5282203653,0.2790167543,0.533350532
politeness-criticism-or-feedback-023,-0.05122906043,0.002624416633,-0.871107729
politeness-criticism-or-feedback-036,0.4065077524,0.1652485528,0.7330942892
politeness-criticism-or-feedback-041,-0.02152277462,0.0004632298273,0.760010522
politeness-criticism-or-feedback-050,0.4595538097,0.211189704,0.8722963961
politeness-criticism-or-feedback-054,-0.1201211653,0.01442909435,0.8563510943
politeness-criticism-or-feedback-071,0.4375182459,0.1914222155,0.8351176416
politeness-criticism-or-feedback-099,-0.1487163028,0.02211653872,-0.8802892805
politeness-criticism-or-feedback-100,0.3389307724,0.1148740685,0.9317099719
politeness-disagreement-012,0.06942276911,0.00481952087,-0.8658280247
politeness-disagreement-035,0.7100740906,0.5042052142,0.8599928347
politeness-disagreement-047,0.5333855513,0.2845001464,0.3609552375
politeness-disagreement-048,0.4498706024,0.2023835589,0.8063267417
politeness-disagreement-075,0.490870644,0.2409539892,0.868615227
politeness-disagreement-086,0.4400556009,0.1936489319,0.09460804784
politeness-inquiry-sensitive-008,0.3256110138,0.1060225323,0.5444620836
politeness-inquiry-sensitive-009,0.373549219,0.139539019,-0.3719830219
politeness-inquiry-sensitive-016,-0.1257979106,0.0158251143,0.9217540623
politeness-inquiry-sensitive-092,0.4792174886,0.2296494014,0.6264081814
politeness-refusal-038,-0.0118446088,0.0001402947577,0.8976339187
politeness-refusal-058,0.5784645101,0.3346211895,0.9533543796
politeness-refusal-064,0.3651314998,0.1333210121,0.8726741649
politeness-refusal-069,-0.03829072582,0.001466179684,-0.6685786637
politeness-refusal-077,0.2896825313,0.08391596891,-0.6527566487
politeness-refusal-080,0.1079112792,0.01164484419,-0.3261378042
politeness-refusal-083,0.1223382043,0.01496663622,0.91647297
politeness-refusal-090,0.6412159173,0.4111578526,0.8057213831
politeness-reminder-017,-0.135006761,0.01822682551,-0.7787392595
politeness-reminder-018,0.0228244407,0.0005209550932,0.9340701003
politeness-reminder-019,0.4464626288,0.1993288789,0.9075250821
politeness-reminder-021,0.1712593202,0.02932975475,-0.1933168004
politeness-reminder-079,0.4462641037,0.1991516503,0.8150957579
politeness-reminder-094,-0.02345006478,0.0005499055381,0.9555725881
politeness-request-001,0.1054624313,0.01112232442,-0.5247267492
politeness-request-006,0.5294999434,0.28037019,0.947748394
politeness-request-025,0.3250365839,0.1056487808,0.7896168677
politeness-request-029,0.008945692207,8.002540905e-05,0.632387853
politeness-request-031,0.16529437,0.02732222876,-0.5733849465
politeness-request-037,0.6265526719,0.3925682506,-0.8447232785
politeness-request-053,0.3317335618,0.110047156,0.9257756787
politeness-request-056,0.09848882313,0.009700048282,0.9385876284
politeness-request-061,0.6199964573,0.384395607,0.9072643084
politeness-request-074,0.3071686479,0.09435257824,0.9093948153
politeness-request-093,-0.001539159919,2.369013257e-06,0.9167257643
politeness-request-097,0.5097906597,0.2598865167,0.9515659598
