scenario_id,scenario_title,level,x,y
politeness-refusal-080,080,negative,-7.459543902,-1.452760427
politeness-refusal-080,080,neutral,1.060351654,1.463343713
politeness-refusal-080,080,positive,6.399192247,-0.01058328627
politeness-apology-013,013,negative,-8.683310276,-3.445412115
politeness-apology-013,013,neutral,4.609408231,2.115377902
politeness-apology-013,013,positive,4.073902045,1.330034214
politeness-criticism-or-feedback-054,or-feedback-054,negative,-5.657079539,-5.074926067
politeness-criticism-or-feedback-054,or-feedback-054,neutral,3.679398995,1.539131906
politeness-criticism-or-feedback-054,or-feedback-054,positive,1.977680544,3.535794161
politeness-disagreement-048,048,negative,-6.519428955,-5.350232425
politeness-disagreement-048,048,neutral,4.145024632,6.268922181
politeness-disagreement-048,048,positive,2.374404322,-0.9186897563
politeness-correction-005,005,negative,-6.01812762,6.643720507
politeness-correction-005,005,neutral,1.800706774,5.016138054
politeness-correction-005,005,positive,4.217420845,-11.65985856
politeness-complaint-030,030,negative,-6.009859909,-5.435839226
politeness-complaint-030,030,neutral,0.3246494773,13.74925453
politeness-complaint-030,030,positive,5.685210432,-8.313415301
politeness-complaint-072,072,negative,-9.116487391,-4.57577009
politeness-complaint-072,072,neutral,4.49276276,11.39379605
politeness-complaint-072,072,positive,4.623724631,-6.818025961
politeness-apology-043,043,negative,-6.379394929,3.402991875
politeness-apology-043,043,neutral,3.818741587,6.701319157
politeness-apology-043,043,positive,2.560653342,-10.10431103
politeness-refusal-038,038,negative,-4.88825295,-5.399888878
politeness-refusal-038,038,neutral,2.638502574,3.537415777
politeness-refusal-038,038,positive,2.249750376,1.862473101
politeness-reminder-019,019,negative,-6.65974647,-4.784452518
politeness-reminder-019,019,neutral,1.795198022,8.39490349
politeness-reminder-019,019,positive,4.864548449,-3.610450972
politeness-request-037,037,negative,-7.344665905,-4.086649547
politeness-request-037,037,neutral,4.002149634,0.6943422852
politeness-request-037,037,positive,3.342516271,3.392307262
politeness-apology-067,067,negative,-5.647998513,-2.314011024
politeness-apology-067,067,neutral,1.264182962,1.70680174
politeness-apology-067,067,positive,4.383815551,0.6072092845
