scenario_id,cos_valence,capture_valence,cos_bend
politeness-apology-003,0.4370188894,0.1909855097,0.2430680592
politeness-apology-013,0.5155238386,0.2657648281,0.4382703684
politeness-apology-043,0.3459428068,0.1196764256,0.3996273791
politeness-apology-057,0.2958220969,0.08751071299,0.3792728733
politeness-apology-065,0.3430151226,0.1176593743,0.4190688109
politeness-apology-067,0.3510007803,0.1232015478,0.2941651601
politeness-apology-081,0.4243543156,0.1800765851,0.3620199975
politeness-apology-098,0.2767595718,0.07659586058,0.1526563157
politeness-bad-news-delivery-020,0.460862068,0.2123938458,0.2677707688
politeness-bad-news-delivery-028,0.4802261075,0.2306171143,0.4598259566
politeness-bad-news-delivery-066,0.5504988441,0.3030489774,0.3965183722
politeness-bad-news-delivery-073,0.4180844608,0.1747946163,0.4337853229
politeness-complaint-030,0.5194491842,0.2698274549,0.6204209951
politeness-complaint-032,0.5852057351,0.3424657523,0.5206878022
politeness-complaint-040,0.6041965815,0.3650535091,0.5058587174
politeness-complaint-049,0.5012708488,0.2512724638,0.5105657605
politeness-complaint-063,0.3773227335,0.1423724452,0.2714170199
politeness-complaint-072,0.2968279084,0.08810680722,0.4556684066
politeness-complaint-089,0.4614561941,0.2129418191,0.5837301088
politeness-correction-002,0.4432895361,0.1965056128,0.391314843
politeness-correction-005,0.4759628952,0.2265406776,0.4618858121
politeness-correction-007,0.251160332,0.06308151239,0.3997045792
politeness-correction-024,0.4046217255,0.1637187408,0.2422194481
politeness-correction-027,0.2837440631,0.08051069335,0.2479923343
politeness-correction-045,0.5850421302,0.3422742942,0.5196361415
politeness-correction-051,0.1535079394,0.02356468745,0.3111420366
politeness-correction-076,0.2210329881,0.04885558184,0.4481411726
politeness-correction-087,0.4661779639,0.2173218941,0.3758976136
politeness-criticism-or-feedback-023,0.4757773431,0.2263640803,0.175802348
politeness-criticism-or-feedback-036,0.3305298313,0.1092499694,0.4615234051
politeness-criticism-or-feedback-041,0.2497519848,0.06237605392,0.2192259422
politeness-criticism-or-feedback-050,0.4731978538,0.2239162088,0.4703063434
politeness-criticism-or-feedback-054,0.3394580948,0.1152317981,0.3740860869
politeness-criticism-or-feedback-071,0.36235022,0.1312976819,0.5062433356
politeness-criticism-or-feedback-099,0.5357713811,0.2870509728,0.4234676576
politeness-criticism-or-feedback-100,0.4267677954,0.1821307512,0.2969988353
politeness-disagreement-012,0.4595752748,0.2112094332,0.206787713
politeness-disagreement-035,0.4354600903,0.1896254903,0.1964235053
politeness-disagreement-047,0.4397506559,0.1933806394,0.1075813798
politeness-disagreement-048,0.4314047392,0.186110049,0.4073978819
politeness-disagreement-075,0.3141215089,0.09867232237,0.1732619256
politeness-disagreement-086,0.3251455534,0.1057196309,-0.1104528117
politeness-inquiry-sensitive-008,0.4500170053,0.2025153051,0.3120291177
politeness-inquiry-sensitive-009,0.5061622179,0.2562001908,0.3811619669
politeness-inquiry-sensitive-016,0.3588600964,0.1287805688,0.2974036058
politeness-inquiry-sensitive-092,0.1635812058,0.0267588109,0.07135920994
politeness-refusal-038,0.3712529684,0.1378287666,0.2793045802
politeness-refusal-058,0.4908474845,0.2409312531,0.3793749205
politeness-refusal-064,0.5788195543,0.3350320764,0.3045711189
politeness-refusal-069,0.5592696082,0.3127824947,0.02604937286
politeness-refusal-077,0.5060108289,0.256046959,0.3812169985
politeness-refusal-080,0.5468834743,0.2990815344,0.1379359194
politeness-refusal-083,0.481341617,0.2316897523,0.3262465397
politeness-refusal-090,0.5156871097,0.2659331951,0.3802684784
politeness-reminder-017,0.3753396009,0.140879816,0.5165207514
politeness-reminder-018,0.5705277318,0.3255018927,0.4725193722
politeness-reminder-019,0.5903828377,0.348551895,0.4402066983
politeness-reminder-021,0.4177841031,0.1745435568,0.3871038888
politeness-reminder-079,0.5183778577,0.2687156034,0.4922402165
politeness-reminder-094,0.3928522399,0.1543328824,0.3504422518
politeness-request-001,0.4807393178,0.2311102917,0.2997795858
politeness-request-006,0.5753008756,0.3309710974,0.04100750498
politeness-request-025,0.4253603277,0.1809314084,-0.02568470345
politeness-request-029,0.6796384263,0.4619083905,-0.003002504091
politeness-request-031,0.4475469707,0.200298291,0.3570241341
politeness-request-037,0.5321626617,0.2831970985,0.3091094517
politeness-request-053,0.4026438937,0.1621221052,0.06425497517
politeness-request-056,0.08195571012,0.00671673842,0.1553917149
politeness-request-061,0.3951016244,0.1561052936,0.2172506744
politeness-request-074,0.4008111343,0.1606495653,0.4659790681
politeness-request-093,0.3553933391,0.1263044255,0.3259028194
politeness-request-097,0.5396828267,0.2912575535,0.3532166427
